col_0,col_1,target
2.49816047538945,-0.6297341423227607,-0.6409428771403551
4.802857225639665,0.08380189475671629,-0.17340460962856494
3.9279757672456204,0.7458916717528166,-0.2592521648802225
3.3946339367881464,0.46444977281912236,-0.3471155696137516
1.624074561769746,0.6131222957228994,-1.5165197248839377
1.6239780813448106,0.3175667334214347,-1.5166999228994489
1.2323344486727978,0.38455312903570493,-2.6339214160472295
4.46470458309974,0.6983913031306386,-0.20066634254638022
3.404460046972835,-0.5006639822816281,-0.34511473918047275
3.832290311184182,-0.021150072713719048,-0.27235991437059687
1.0823379771832098,-0.5575811163607955,-3.4145556623751068
4.879639408647977,0.975336015993294,-0.16799042591416014
4.329770563201687,0.8881186793732265,-0.2133684608377368
1.8493564427131046,-0.9211463772629882,-1.1695498621639477
1.7272998688284025,0.41115034503137693,-1.3406780876989242
1.7336180394137353,0.8504966348313316,-1.3309236930675543
2.216968971838151,-0.6388493097453329,-0.8138432420755316
3.0990257265289514,0.13589046110525893,-0.4164948428607746
2.727780074568463,0.8309765951760837,-0.5375777508542977
2.1649165607921677,-0.9321080428284023,-0.8534491811729538
3.447411578889518,0.39484053449367984,-0.33656869544033335
1.5579754426081673,-0.40530198525489847,-1.6479300591040145
2.1685785941408726,0.8487923907530608,-0.8505692113099298
2.465447373174767,0.9421164903307355,-0.6580645835390194
2.8242799368681437,0.8885329782268678,-0.501469483495734
4.140703845572054,-0.051571566685072456,-0.23329834177602543
1.798695128633439,0.7240853019786269,-1.2363597964979651
3.0569377536544464,0.6890987970701408,-0.428042409594498
3.36965827544817,-0.36179905351348873,-0.3522802295484016
1.185801650879991,0.6578309483013547,-2.8446961831559485
3.4301794076057535,-0.9259847305690148,-0.3399588257811504
1.6820964947491661,0.19253975696410608,-1.4137030003131257
1.260206371941118,-0.5399823254245939,-2.518701199172365
4.7955421490133325,-0.7588662284454424,-0.17393403275619462
4.862528132298237,-0.8460935967415817,-0.16917482558114583
4.233589392465845,0.3925775517562795,-0.22317344766340882
2.2184550766934827,-0.3202500724638677,-0.8127532481340509
1.3906884560255355,0.4495335430575229,-2.0682369468406296
3.7369321060486276,-0.8692873184021153,-0.28643730328296246
2.760609974958405,-0.36941932433877933,-0.5248677460867442
1.4881529393791153,0.07898258475067443,-1.8061959258410858
2.9807076404450807,0.5814463296779271,-0.4502163157693854
1.1375540844608736,-0.36249499413586017,-3.091120127827124
4.637281608315128,0.2517827528740182,-0.1860086115962304
2.0351199264000677,0.7719554964723743,-0.9657839374911865
3.650089137415928,0.23172637636460913,-0.30022928410416716
2.246844304357644,-0.5340810504927325,-0.792344474177728
3.0802720847112433,-0.951198436886924,-0.4215817781349119
3.1868411173731186,0.7401977478018598,-0.3938575431929884
1.7394178221021082,-0.9574611782992257,-1.3220630281263404
4.878338511058234,0.7494033453683988,-0.168080033258253
4.100531293444458,0.05787426805442397,-0.23789194118578785
4.757995766256757,0.8781353970257924,-0.17668996666640785
4.579309401710596,0.5975664715473308,-0.19074801005474185
3.3915999152443406,0.9958682210666749,-0.34773688533692226
4.687496940092467,-0.2985763690965797,-0.1820446821147217
1.353970008207678,0.5343765778622538,-2.1819354710145142
1.7839314496765808,-0.19613817278151569,-1.2569085123469796
1.1809091556421523,-0.04024875939218231,-2.86831610825068
2.3013213230530574,0.25501092643674017,-0.7552756240337425
2.554709158757928,0.7473542283726775,-0.6128822749646688
2.0853961270955836,0.9681669383985902,-0.9197776790763906
4.314950036607717,0.5365468277290364,-0.21483668808032594
