col_0,col_1,target
-1.254598811526375,1.8028572256396647,2.862367821759293
-1.1644559502443919,1.9459756167276292,2.5203800423693608
-1.0671571694080104,2.071994618846097,2.165474198800983
-0.9635574384657055,2.180268328786146,1.8005381510040437
-0.8545440220263982,2.270295236336348,1.4284844479110206
-0.7410292602095808,2.3417194587318995,1.0522280512627928
-0.6239432872729859,2.394330861295039,0.674664431171438
-0.5042267442082339,2.4280640828536106,0.29864819119789643
-0.38282354006555336,2.4429964924135055,-0.0730276260100926
-0.26067371544487805,2.439345111113001,-0.4376514092218663
-0.138706459889228,2.4174625406519077,-0.7926118906582699
-0.017833332856632605,2.3778319461189943,-1.1354159744895993
0.10105826444931712,2.321061147394514,-1.4637053670452085
0.21711132181904283,2.2478758790422537,-1.7752719049782555
0.3295051157711555,2.1591122837933407,-2.068071489210137
0.4374607299608225,2.055708709332834,-2.340236544548884
0.5402461654274642,1.9386968821053896,-2.590086937335087
0.6371810095327337,1.8091925352386353,-2.8161392962175187
0.7276406362946655,1.6683855704277595,-3.0171146940978764
0.8110599148160534,1.5175298357228657,-3.1919446623095933
0.8869364066021967,1.3579326026073861,-3.3397755211102833
0.954833036732566,1.190943826551872,-3.459971023473634
1.0143802280601597,1.0179452753781901,-3.552113321869574
1.0652774918290693,0.8403396092847114,-3.616002280129564
1.107294472293305,0.6595394952782332,-3.6516531645190313
1.1402714470572166,0.47695683705228165,-3.6592927596977907
1.1641192889098306,0.2939921990673921,-3.639353966263188
1.1788188988632002,0.1120245007542327,-3.592468946966717
1.1844201239009118,-0.06759894659410315,-3.5194608984056837
1.1810401765712066,-0.24357199151438735,-3.421334533956426
1.1688615769954873,-0.41463871821220866,-3.2992653718803573
1.148129641084877,-0.5796019868062265,-3.154587929851518
1.1191495417445656,-0.7373313832988024,-2.9887829335842953
1.0822829725796255,-0.8867705299780172,-2.8034636527498678
1.0379444460807246,-1.0269437126155105,-2.600361481934418
0.986597260449949,-1.1569617867122315,-2.3813108879937315
0.9287491711143374,-1.2760273311119181,-2.148233847787053
0.8649478045587415,-1.3834390235012708,-1.9031239019255894
0.795775853383678,-1.4785952185975502,-1.648029950852259
0.7218460924538005,-1.560996716140163,-1.38503991929132
0.6437962566467923,-1.630248712104729,-1.1162644138880125
0.5622838210415558,-1.6860619327991297,-0.8438204967251025
0.47798072440159933,-1.728252957635385,-0.5698156943871057
0.39156807651983006,-1.75674374235474,-0.29633235838212024
0.30373088940209303,-1.7715603602738461,-0.025412488069356032
0.21515287138840072,-1.7728309846773138,0.2409568781734548
0.12651132215453503,-1.7607831407686412,0.5008576039207155
0.03847216511610296,-1.7357402605726053,0.7524536349379938
-0.04831484791252731,-1.6981175788257057,0.9940033331504348
-0.1332207268538126,-1.648417412168184,1.2238708866455297
-0.21564159746222178,-1.5872238678359076,1.4405367263046192
-0.29500279085401715,-1.5151970315206766,1.6426068883223897
-0.37076264243005097,-1.4330666871045572,1.8288212708424316
-0.44241597678527883,-1.3416256235624355,1.9980607421370542
-0.5094972579634006,-1.2417225864555828,2.1493530671179935
-0.5715833872861797,-1.1342549330996832,2.281877628408381
-0.6282961339411639,-1.020161051679264,2.3949689276631236
-0.6793041865251271,-0.9004126052961079,2.4881188622234354
-0.7243248167899325,-0.7760066621849361,2.5609777814622654
-0.7631251498991793,-0.6479577731118228,2.6133543362534493
-0.7955230385547705,-0.5172900562991503,2.6452141438138868
-0.821387541369728,-0.3850293491084559,2.656677298663412
-0.8406390088251509,-0.25219548417528526,2.6480147685630953
-0.8532487830339152,-0.11979474574713048,2.6196437219753106
-0.8592385203212717,0.011187440351635047,2.5721218407879975
-0.85867914830369,0.13979353239103492,2.5061406787155525
-0.8516894716841382,0.26510056632681256,2.4225181318890083
-0.8384344433677976,0.386226472921263,2.3221900936427615
-0.8191231197217345,0.5023359776034011,2.2062013703635026
-0.7940063208415644,0.6126460461215762,2.075695939463905
-0.7633740185354856,0.7164308430947715,1.9319066340590707
-0.727552476380747,0.813026174797725,1.7761443417433787
-0.6869011676408608,0.901833391884894,1.6097868069801353
-0.6418094980466161,0.9823227322339008,1.4342671280228978
-0.5926933614349211,1.0540360886350457,1.2510620399872403
-0.5399915570031688,1.1165891906344076,1.0616800756923026
-0.48416209747144845,1.1696731944190228,0.8676496952048339
-0.4256784377504973,1.2130556791792646,0.6705074736618597
-0.36502565379153407,1.2465810528623575,0.47178643494342354
-0.3026966011484162,1.2701703746095288,0.2730046161404841
-0.23918808241793973,1.2838206054165529,0.07565394454554275
-0.1749970521471121,1.28760330264383,-0.11881049488057871
-0.11061688701492058,1.281662777899801,-0.3089807279051388
-0.046533748119930524,1.2662137415045442,-0.4935056263924805
0.016776938955296694,1.2415384601849202,-0.6711000469583501
0.0788538619645427,1.2079834578370028,-0.8405533148121296
0.13925303485639284,1.1659557920963963,-1.0007370006173768
0.19755082446121267,1.1159189420655276,-1.1506119444164018
0.25334677156448904,1.0583883448447076,-1.289234487115821
0.3062661888067244,0.9939266204889166,-1.4157618766646314
0.3559625198311702,0.923138526655685,-1.5294568228213532
0.40211944616395445,0.8466656855146173,-1.629691181249172
0.4444527304396853,0.7651811264521586,-1.7159487545451353
0.48271178676229326,0.6793836887249018,-1.7878272046493309
0.5166809711985384,0.5899923284924353,-1.8450390778418329
0.5461805876231601,0.4977403746003437,-1.8874119501696525
0.5710676063531773,0.40336977709186106,-1.9148877076054627
0.5912360952077704,0.3076253917115879,-1.9275209814791052
0.6066173647933498,0.21124934263763268,-1.9254767656988658
0.6171798319252314,0.11497550435268938,-1.9090272479520387
2.3199394181140507,0.3946339367881464,-7.157135222736225
2.339671114953458,0.03677717565133509,-7.037401932686041
2.3415099737360245,-0.315092920982967,-6.8669834607165905
2.3257553276868763,-0.6584420940187965,-6.648044936051231
2.2928332229859363,-0.9908443408213581,-6.38307749854713
2.2432910059448683,-1.3099982157487147,-6.074873909960247
2.1777910951574326,-1.613741911246727,-5.726502329848934
2.097103999595096,-1.9000670277391738,-5.341278484915701
2.0021006482081374,-2.1671309519849586,-4.922736468631933
1.8937441006088895,-2.4132677754165552,-4.4745984141183905
1.7730807118380618,-2.636997696122475,-4.0007432874529485
1.641230827031938,-2.8370348604951223,-3.5051750508482526
1.499379084007182,-3.012293613037535,-2.991990445502778
1.3487644033553052,-3.161893135312674,-2.4653466424095782
1.1906697465896716,-3.285160467433153,-1.9294290060524384
1.0264117232180139,-3.381631917735775,-1.3884192107861542
0.8573301273312252,-3.4510528782750827,-0.846463942856134
0.684777483417471,-3.4933760754178893,-0.3076444125434685
0.5101086796465766,-3.5087582960450625,0.22405310908280152
0.33467076484432345,-3.4975556405909223,0.7447655257624908
0.15979298281477733,-3.4603173643027976,1.2507797337070667
-0.013222885400362566,-3.397778377617444,1.7385578450098098
-0.18311180428123477,-3.3108504853669536,2.2047606555271813
-0.34865432854958245,-3.2006124525905943,2.6462692119440447
-0.5086849511791122,-3.0682989919933923,3.0602043495340325
-0.6620999007787818,-2.9152887745166907,3.443944089594691
-0.8078643395046163,-2.743091570036956,3.795138803532327
-0.9450189180064641,-2.5533346298603394,4.111724068949562
-1.072685649499481,-2.347748426412861,4.391931161704874
-1.190073070820124,-2.1281518683276177,4.634295146624181
-1.2964806642365048,-1.8964371109964087,4.837660548207719
-1.3913025197863251,-1.6545540835860226,5.001184601151986
-1.4740302239656262,-1.4044948535284232,5.12433809866109
-1.5442549666420473,-1.1482779485953687,5.206903874223826
-1.6016688640718157,-0.8879327548841773,5.248972969657536
-1.6460655018160246,-0.6254841064013006,5.250938558648724
-1.6773397071360896,-0.36293717846886436,5.213487710642701
-1.6954865660595329,-0.1022627929367293,5.137591094646964
-1.7005997057063693,0.1546167617956189,5.024490736221298
-1.6928688676165884,0.40584129860668383,4.875685953546424
-1.6725768026862542,0.6496255962840051,4.692917609916759
-1.640095522872054,0.8842714767798431,4.478150830226241
-1.5958819490330618,1.108179018291155,4.233556337953607
-1.5404729981185041,1.3198568351888356,3.9614905767610944
-1.4744801563590624,1.5179313640268903,3.664474787063742
-1.3985835881577178,1.7011551033800774,3.3451732127831146
